EAN,Producto,Link
309970126476,"Marca Revlon. Product So Fierce! Big Bad Lash. Producto Máscara para Pestañas Merch code 760. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Máscara para Pestañas. Familia: So Fierce!. Descripcion mkt: ¡Su cepillo de doble cara transforma las pestañas de largas a extremas! Lucí una mirada única con esta nueva máscara para pestañas Fórmula cremosa para un volumen extremo y durable Sin grumos, no se corre ni mancha. Caracteristicas:  Efecto tinta  Volumen extremo  Hasta 24horas de duración  Los aceites de su fórmula mantienen las pestañas suaves y flexibles Tip de aplicación: Usá el lado curvo hasta lograr el volumen deseado Volteá el cepillo al lado plano para cepillar y lograr un efecto de extensión de pestañas, desde la raíz hasta la punta. Tono: Blackest Black.",
309970086633,"Marca Revlon. Product ColorStay Looks Book Palette. Producto Paleta de sombras Merch code 960. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Sombras para Ojos. Familia: ColorStay. Descripcion mkt: Sentite una rockera con la moderna paleta ROCKER de tonos nocturos Formula altamente pigmentada con variedad de colores que te llevan a mostrar una personalidad audaz El tono “rocker” se suma a la familia con un estilo vanguardista y tonos dramáticos, perfectos para lograr un makeup tanto de día como noche. Caracteristicas: Tonos altamente pigmentados Color intenso en una sola pasada Paleta que incluye 8tonos Dura hasta por 24hs. Tono: Rocker.",
309970050559,"Marca Revlon. Product ColorStay Brow Fiber Filler. Producto Delineador para Cejas en Gel Merch code 303. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Delineador de Cejas. Familia: ColorStay. Descripcion mkt: ¡Lográ un look en tus cejas con más volumen al instante! Contiene un aplicador dual de precisión que resalta tus cejas de manera natural ¡Conseguí cejas perfectas!. Caracteristicas:  A prueba de agua  Rellena, da volumen y fija el color  No se corre Tip de aplicación: Con pequeños movimientos hacia arriba usá el aplicador 2en para aplicar la fórmula en la dirección del crecimiento del vello para crear la forma de la ceja deseada. Tono: Medium Brown.",
309970050566,"Marca Revlon. Product ColorStay Brow Fiber Filler. Producto Delineador para Cejas en Gel Merch code 305. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Delineador de Cejas. Familia: ColorStay. Descripcion mkt: ¡Lográ un look en tus cejas con más volumen al instante! Contiene un aplicador dual de precisión que resalta tus cejas de manera natural ¡Conseguí cejas perfectas!. Caracteristicas:  A prueba de agua  Rellena, da volumen y fija el color  No se corre Tip de aplicación: Con pequeños movimientos hacia arriba usá el aplicador 2en para aplicar la fórmula en la dirección del crecimiento del vello para crear la forma de la ceja deseada. Tono: Dark Brown.",
309970050580,"Marca Revlon. Product ColorStay Brow Fiber Filler. Producto Delineador para Cejas en Gel Merch code 306. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Delineador de Cejas. Familia: ColorStay. Descripcion mkt: ¡Lográ un look en tus cejas con más volumen al instante! Contiene un aplicador dual de precisión que resalta tus cejas de manera natural ¡Conseguí cejas perfectas!. Caracteristicas:  A prueba de agua  Rellena, da volumen y fija el color  No se corre  Tono universal Tip de aplicación: Con pequeños movimientos hacia arriba usá el aplicador 2en para aplicar la fórmula en la dirección del crecimiento del vello para crear la forma de la ceja deseada. Tono: Clear.",
309970211677,"Marca Revlon. Product ColorStay Light Cover Foundation. Producto Base de Maquillaje Merch code 320. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Base de Maquillaje. Familia: ColorStay. Descripcion mkt: Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 2horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa. Caracteristicas:  Fórmula líquida, ligera y duradera  Hasta 2horas de duración  Protege con SPF 30  Brinda 56 % de hidratación durante 8horas  Libre de parabenos, ftalatos, fragancias y aceite mineral. Tono: Medium Beige.",
309970211684,"Marca Revlon. Product ColorStay Light Cover Foundation. Producto Base de Maquillaje Merch code 330. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Base de Maquillaje. Familia: ColorStay. Descripcion mkt: Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 2horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa. Caracteristicas:  Fórmula líquida, ligera y duradera  Hasta 2horas de duración  Protege con SPF 30  Brinda 56 % de hidratación durante 8horas  Libre de parabenos, ftalatos, fragancias y aceite mineral. Tono: Natural Beige.",
309970211660,"Marca Revlon. Product ColorStay Light Cover Foundation. Producto Base de Maquillaje Merch code 240. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Base de Maquillaje. Familia: ColorStay. Descripcion mkt: Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 2horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa. Caracteristicas:  Fórmula líquida, ligera y duradera  Hasta 2horas de duración  Protege con SPF 30  Brinda 56 % de hidratación durante 8horas  Libre de parabenos, ftalatos, fragancias y aceite mineral. Tono: Natural Tan.",
309970211691,"Marca Revlon. Product ColorStay Light Cover Foundation. Producto Base de Maquillaje Merch code 200. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Base de Maquillaje. Familia: ColorStay. Descripcion mkt: Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 2horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa. Caracteristicas:  Fórmula líquida, ligera y duradera  Hasta 2horas de duración  Protege con SPF 30  Brinda 56 % de hidratación durante 8horas  Libre de parabenos, ftalatos, fragancias y aceite mineral. Tono: Nude.",
309970211653,"Marca Revlon. Product ColorStay Light Cover Foundation. Producto Base de Maquillaje Merch code 220. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Base de Maquillaje. Familia: ColorStay. Descripcion mkt: Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 2horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa. Caracteristicas:  Fórmula líquida, ligera y duradera  Hasta 2horas de duración  Protege con SPF 30  Brinda 56 % de hidratación durante 8horas  Libre de parabenos, ftalatos, fragancias y aceite mineral. Tono: True Beige.",
309970077945,"Marca Revlon. Product PhotoReady Concealer. Producto Corrector para Rostro Merch code 4. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Corrector para Rostro. Familia: Photoready. Descripcion mkt: Lucí impecable para las fotos con nuestro corrector dePhotoReady™ Ocultá las ojeras oscuras, disimulá todas las imperfecciones y preparate para tu primer plano. Caracteristicas: Cobertura total e imperceptible Los pigmentos fotocromáticos desvían y reflejan la luz para ayudar a eliminar todos los defectos. Tono: Medium.",
309970077938,"Marca Revlon. Product PhotoReady Concealer. Producto Corrector para Rostro Merch code 3. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Corrector para Rostro. Familia: Photoready. Descripcion mkt: Lucí impecable para las fotos con nuestro corrector dePhotoReady™ Ocultá las ojeras oscuras, disimulá todas las imperfecciones y preparate para tu primer plano. Caracteristicas: Cobertura total e imperceptible Los pigmentos fotocromáticos desvían y reflejan la luz para ayudar a eliminar todos los defectos. Tono: Light Medium.",
309970077921,"Marca Revlon. Product PhotoReady Concealer. Producto Corrector para Rostro Merch code 2. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Corrector para Rostro. Familia: Photoready. Descripcion mkt: Lucí impecable para las fotos con nuestro corrector dePhotoReady™ Ocultá las ojeras oscuras, disimulá todas las imperfecciones y preparate para tu primer plano. Caracteristicas: Cobertura total e imperceptible Los pigmentos fotocromáticos desvían y reflejan la luz para ayudar a eliminar todos los defectos. Tono: Light.",
309970127275,"Marca Revlon. Product PhotoReady Rose Glow Mist. Producto Bruma Facial: Prepara + Hidrata + Refresca Merch code 1. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Pre Base. Familia: Photoready. Descripcion mkt: Conocé la fórmula de usos múltiples que prepara la piel antes de la aplicación del maquillaje Se puede usar como bruma refrescante al instante en cualquier momento y en cualquier lugar Prepara, refresca la piel y la hidrata hasta por 24horas Es ideal para: rociar, humectar y maximizar tu brillo. Caracteristicas:  Fórmula bifásica que garantiza extra hidratación y brillo  Hidratación hasta por 24horas  Fórmula enriquecida con Extractos de Sandía, Manzana, Lentejas y Vitamina E  Fórmula liviana, no pegajosa Otorga a la piel un aspecto luminoso  Spray ultrafino que se distribuye uniformemente y refresca  Libre de parabenos, sulfatos, ftalatos, formaldehído. Tono: Tono único.",
309970144869,"Marca Revlon. Product PhotoReady Rose Glow Hydrating + Illuminating Primer. Producto Base Iluminadora Merch code 1. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Pre Base. Familia: Photoready. Descripcion mkt: Hidratá e iluminá tu piel con la nueva prebase de Revlon, para un brillo e hidratación integral de hasta por 24horas Lográ un aspecto radiante, con o sin maquillaje Ideal para maximizar el brillo en el rostro Contiene cuarzo, extractos botánicos Además, contiene extracto de Sandía, Manzana y Vitamina E. Caracteristicas:  Hidratación hasta por 24horas  Brillo e hidratación  Ideal para maximizar tu brillo  Sensación de piel radiante  Acabado suave. Tono: Tono único.",
309970165116,"Marca Revlon. Product Colorstay Lock Setting Mist. Producto Spray Fijador para Rostro  Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Pre Base. Familia: ColorStay. Descripcion mkt:  Spray que fija tu maquillaje y lo mantiene intacto  Duración: hasta por 24horas  Fórmula: no grasosa  Difumina los poros + imperfecciones para lograr un acabado natural  Ingredientes: Formulado con una MEZCLA SUPERFOOD DETOX (compuesta por Cítricos + Aloe + Brócoli) que protege y defiende a la piel de los contamites y los efectos de agresores diarios como contaminación con partículas o suciedad y radicales libres. Caracteristicas:  Sensación ligera  Fórmula no pegajosa Se seca rápido y se siente cómodo en la piel  Para todo tipo de piel  tono universal  Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceites Tip de aplicación Agitá vigorosamente Esperá entre 0y 2segundos con los ojos cerrados, rociando 3veces de manera uniforme en todo el rostro y dejá secar Utilizalo sobre el maquillaje para una calidad superior y de mayor duración. Tono: Tono único.",
309970165109,"Marca Revlon. Product Colorstay Grip Matte Primer. Producto Base Matificante  Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Pre Base. Familia: ColorStay. Descripcion mkt:  Potente prebase que matifica, se adhiere al maquillaje sin soltarlo hasta por 6horas  Duración: hasta por 6horas de control de brillo y exceso de grasa  Fórmula: no grasosa Sensación suave en la piel  Acción TRIPLE PODER: Absorbe el exceso de sebo, ayuda a difuminar las imperfecciones y reduce la apariencia de los poros  Ingredientes: Formulado con una MEZCLA SUPERFOOD DETOX (compuesta por Cítricos + Aloe + Brócoli) que protege y defiende a la piel de los contamites y los efectos de agresores diarios diarios como contaminación con partículas o suciedad y radicales libres. Caracteristicas:  Textura ligera Sensación suave en la piel  Prolonga la duración del maquillaje  Para todo tipo de piel  tono universal  Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceites Tip de aplicación Podés usarlo solo o debajo del maquillaje para un uso prolongado. Tono: Tono único.",
309970117023,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 1. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado Color hasta por 6horas y resistente al agua. Caracteristicas:  Fórmula con Aceite de Semilla de Grosella negra y Vitamina E  Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado El color luce fresco, no agrietado ni descolorido  Disponible en 8tonos TIP DE APLICACIÓN Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves. Tono: Your Go To.",
309970117085,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 7. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado Color hasta por 6horas y resistente al agua. Caracteristicas:  Fórmula con Aceite de Semilla de Grosella negra y Vitamina E  Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado El color luce fresco, no agrietado ni descolorido  Disponible en 8tonos TIP DE APLICACIÓN Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves. Tono: Partner in Crime.",
309970117160,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 14. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado Color hasta por 6horas y resistente al agua. Caracteristicas:  Fórmula con Aceite de Semilla de Grosella negra y Vitamina E  Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado El color luce fresco, no agrietado ni descolorido  Disponible en 8tonos TIP DE APLICACIÓN Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves. Tono: Smokin' Hot.",
309970117177,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 15. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado Color hasta por 6horas y resistente al agua. Caracteristicas:  Fórmula con Aceite de Semilla de Grosella negra y Vitamina E  Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado El color luce fresco, no agrietado ni descolorido  Disponible en 8tonos TIP DE APLICACIÓN Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves. Tono: Fire & Ice.",
309970131180,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 19. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado Color hasta por 6horas y resistente al agua. Caracteristicas:  Fórmula con Aceite de Semilla de Grosella negra y Vitamina E  Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado El color luce fresco, no agrietado ni descolorido  Disponible en 8tonos TIP DE APLICACIÓN Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves. Tono: My Own Boss.",
309970117078,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 6. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado Color hasta por 6horas y resistente al agua. Caracteristicas:  Fórmula con Aceite de Semilla de Grosella negra y Vitamina E  Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado El color luce fresco, no agrietado ni descolorido  Disponible en 8tonos TIP DE APLICACIÓN Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves. Tono: Eyes on you.",
309970117092,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 8. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado Color hasta por 6horas y resistente al agua. Caracteristicas:  Fórmula con Aceite de Semilla de Grosella negra y Vitamina E  Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado El color luce fresco, no agrietado ni descolorido  Disponible en 8tonos TIP DE APLICACIÓN Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves. Tono: Mauvey, Darling.",
309970131159,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 18. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado Color hasta por 6horas y resistente al agua. Caracteristicas:  Fórmula con Aceite de Semilla de Grosella negra y Vitamina E  Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado El color luce fresco, no agrietado ni descolorido  Disponible en 8tonos TIP DE APLICACIÓN Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves. Tono: Fired Up.",
309970117146,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 13. Tipo: revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Lápiz labial líquido de tinta satinada: lápiz labial líquido sorprendentemente cómodo, brillante y de larga duración que no seca tus labios Fórmula hidratante y de alta pigmentación: desliza este lápiz labial Revlon para una comodidad en un solo paso, color y un brillo satinado de larga duración Esta fórmula flexible con colores altamente pigmentados se mueve con tus labios y contiene aceite de semillas de grosella negra y vitamina E para evitar el color de labios agrietado Cómodo lápiz labial líquido de larga duración: disfruta de hasta 6horas de uso mientras tus labios se sienten cómodos todo el día (de día a noche, entre semana a fin de semana, con nuestras sombras de ojos de color de larga duración, delineadores de ojos, pintalabios mate o brillantes. Caracteristicas: Labial indeleble y de larga duración que no mancha el cubrebocas Formulado con semillas de grosella negra y vitamina E para mayor humectación Fórmula flexible que se mueve con los labios para evitar unos labios agrietados Aplicador que facilita la aplicación del labial Disponible en 2tonos vívidos con acabado satinado. Tono: Holy Pumpkin.",
309970117108,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 9. Tipo: revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Lápiz labial líquido de tinta satinada: lápiz labial líquido sorprendentemente cómodo, brillante y de larga duración que no seca tus labios Fórmula hidratante y de alta pigmentación: desliza este lápiz labial Revlon para una comodidad en un solo paso, color y un brillo satinado de larga duración Esta fórmula flexible con colores altamente pigmentados se mueve con tus labios y contiene aceite de semillas de grosella negra y vitamina E para evitar el color de labios agrietado Cómodo lápiz labial líquido de larga duración: disfruta de hasta 6horas de uso mientras tus labios se sienten cómodos todo el día (de día a noche, entre semana a fin de semana, con nuestras sombras de ojos de color de larga duración, delineadores de ojos, pintalabios mate o brillantes. Caracteristicas: Labial indeleble y de larga duración que no mancha el cubrebocas Formulado con semillas de grosella negra y vitamina E para mayor humectación Fórmula flexible que se mueve con los labios para evitar unos labios agrietados Aplicador que facilita la aplicación del labial Disponible en 2tonos vívidos con acabado satinado. Tono: Speak Up.",
309970131203,"Marca Revlon. Product ColorStay Satin Ink. Producto Labial Líquido Merch code 21. Tipo: revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Lápiz labial líquido de tinta satinada: lápiz labial líquido sorprendentemente cómodo, brillante y de larga duración que no seca tus labios Fórmula hidratante y de alta pigmentación: desliza este lápiz labial Revlon para una comodidad en un solo paso, color y un brillo satinado de larga duración Esta fórmula flexible con colores altamente pigmentados se mueve con tus labios y contiene aceite de semillas de grosella negra y vitamina E para evitar el color de labios agrietado Cómodo lápiz labial líquido de larga duración: disfruta de hasta 6horas de uso mientras tus labios se sienten cómodos todo el día (de día a noche, entre semana a fin de semana, con nuestras sombras de ojos de color de larga duración, delineadores de ojos, pintalabios mate o brillantes. Caracteristicas: Labial indeleble y de larga duración que no mancha el cubrebocas Formulado con semillas de grosella negra y vitamina E para mayor humectación Fórmula flexible que se mueve con los labios para evitar unos labios agrietados Aplicador que facilita la aplicación del labial Disponible en 2tonos vívidos con acabado satinado. Tono: Partner in Wine.",
309970173548,Marca Revlon. Product CS Satin Ink - Crown Jewels Shade Extension. Producto Labial Líquido Merch code 32. Tipo: revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Colección Edición Especial: Inspirado en gemas preciosas Labial a prueba de cubrebocas: Satin ink es indeleble Color intenso hasta por 6horas Labios perfectos y humectados: Formulado con semillas de grosella negra y vitamina E para mayor humectación Fórmula flexible que se mueve con los labios para evitar unos labios agrietados. Caracteristicas: Conocé la nueva colección de tonos Satin Ink Crown Jewels de edición limitada Sacá a tu reina interior y aportale a tus labios tonos inspirados en piedras preciosas con el labial líquido de larga duración Ahora con nuevos tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual. Tono: Lady Topaz.,
309970173555,Marca Revlon. Product CS Satin Ink - Crown Jewels Shade Extension. Producto Labial Líquido Merch code 33. Tipo: revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Colección Edición Especial: Inspirado en gemas preciosas Labial a prueba de cubrebocas: Satin ink es indeleble Color intenso hasta por 6horas Labios perfectos y humectados: Formulado con semillas de grosella negra y vitamina E para mayor humectación Fórmula flexible que se mueve con los labios para evitar unos labios agrietados. Caracteristicas: Conocé la nueva colección de tonos Satin Ink Crown Jewels de edición limitada Sacá a tu reina interior y aportale a tus labios tonos inspirados en piedras preciosas con el labial líquido de larga duración Ahora con nuevos tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual. Tono: Queen of Quartz.,
309970173562,Marca Revlon. Product CS Satin Ink - Crown Jewels Shade Extension. Producto Labial Líquido Merch code 34. Tipo: revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Colección Edición Especial: Inspirado en gemas preciosas Labial a prueba de cubrebocas: Satin ink es indeleble Color intenso hasta por 6horas Labios perfectos y humectados: Formulado con semillas de grosella negra y vitamina E para mayor humectación Fórmula flexible que se mueve con los labios para evitar unos labios agrietados. Caracteristicas: Conocé la nueva colección de tonos Satin Ink Crown Jewels de edición limitada Sacá a tu reina interior y aportale a tus labios tonos inspirados en piedras preciosas con el labial líquido de larga duración Ahora con nuevos tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual. Tono: Regal Ruby.,
309970173609,Marca Revlon. Product CS Satin Ink - Crown Jewels Shade Extension. Producto Labial Líquido Merch code 38. Tipo: revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales Líquidos. Familia: ColorStay. Descripcion mkt: Colección Edición Especial: Inspirado en gemas preciosas Labial a prueba de cubrebocas: Satin ink es indeleble Color intenso hasta por 6horas Labios perfectos y humectados: Formulado con semillas de grosella negra y vitamina E para mayor humectación Fórmula flexible que se mueve con los labios para evitar unos labios agrietados. Caracteristicas: Conocé la nueva colección de tonos Satin Ink Crown Jewels de edición limitada Sacá a tu reina interior y aportale a tus labios tonos inspirados en piedras preciosas con el labial líquido de larga duración Ahora con nuevos tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual. Tono: Citrine Queen.,
309970116316,"Marca Revlon. Product So Fierce! Prismatic Palette. Producto Paleta Prismática de Sombras Merch code 961. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Sombras para Ojos. Familia: So Fierce!. Descripcion mkt: ¿Clásico o atrevido? Desafiá tu mirada y lográ tu look deseado con esta nueva paleta de sombras  Color cremoso y llamativo con brillo tipo cristal  Color intenso y altamente texturizado  A prueba de arrugas y de manchas  Una gama de tonos y acabados desde neutrales hasta brillos de alta intensidad, facilitando la creación de estilos  Duración del color hasta por 0horas si se usa húmedo u 8horas si se usa seco  Disponible en 2paletas de 4tonos cada uno. Caracteristicas: Tip de uso Aplicá sombras secas para un color prismático suave Podés aplicar el color directamente sobre los párpados con el dedo Para un resultado más intenso podés utilizar un pincel o aplicador húmedo, deslizandolo en el color y luego aplicandolo en los párpados. Tono: That's A Dub.",
309970116330,"Marca Revlon. Product So Fierce! Prismatic Palette. Producto Paleta Prismática de Sombras Merch code 965. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Sombras para Ojos. Familia: So Fierce!. Descripcion mkt: ¿Clásico o atrevido? Desafiá tu mirada y lográ tu look deseado con esta nueva paleta de sombras  Color cremoso y llamativo con brillo tipo cristal  Color intenso y altamente texturizado  A prueba de arrugas y de manchas  Una gama de tonos y acabados desde neutrales hasta brillos de alta intensidad, facilitando la creación de estilos  Duración del color hasta por 0horas si se usa húmedo u 8horas si se usa seco  Disponible en 2paletas de 4tonos cada uno. Caracteristicas: Tip de uso Aplicá sombras secas para un color prismático suave Podés aplicar el color directamente sobre los párpados con el dedo Para un resultado más intenso podés utilizar un pincel o aplicador húmedo, deslizandolo en el color y luego aplicandolo en los párpados. Tono: Tantrum.",
309970116392,"Marca Revlon. Product So Fierce! Prismatic Palette. Producto Paleta Prismática de Sombras Merch code 962. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Sombras para Ojos. Familia: So Fierce!. Descripcion mkt: ¿Clásico o atrevido? Desafiá tu mirada y lográ tu look deseado con esta nueva paleta de sombras  Color cremoso y llamativo con brillo tipo cristal  Color intenso y altamente texturizado  A prueba de arrugas y de manchas  Una gama de tonos y acabados desde neutrales hasta brillos de alta intensidad, facilitando la creación de estilos  Duración del color hasta por 0horas si se usa húmedo u 8horas si se usa seco  Disponible en 2paletas de 4tonos cada uno. Caracteristicas: Tip de uso Aplica las sombras secas para un acabado suave Aplica el color con tu dedo directamente sobre el parpado Para difuminar podés usar una brocha Aplica las sombras mojadas para un efecto más intenso y saturado Podes aplicarlas con tu dedo índice mojado Con una brocha podés difuminar el color a lo largo de los parpados. Tono: Fully Loaded.",
