EAN,Producto,Link
309970187149,"Marca Revlon. Product ColorStay Suede Ink Lipstick. Producto Lápiz labial Merch code 9. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales. Familia: ColorStay. Descripcion mkt: Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8horas Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8horas Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios 0tonos disponibles. Caracteristicas:  Intransferible, dura hasta 8horas en tus labios  Fórmula pigmentada que ofrece un color intenso mate  Garantiza una aplicación precisa y sin esfuerzo  Color en una sola pasada  Fórmula sin parabenos ni sulfatos  Contiene Vitamina E para humectar y proteger tus labios. Tono: In Charge.",
309970187187,"Marca Revlon. Product ColorStay Suede Ink Lipstick. Producto Lápiz labial Merch code 11. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales. Familia: ColorStay. Descripcion mkt: Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8horas Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8horas Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios 0tonos disponibles. Caracteristicas:  Intransferible, dura hasta 8horas en tus labios  Fórmula pigmentada que ofrece un color intenso mate  Garantiza una aplicación precisa y sin esfuerzo  Color en una sola pasada  Fórmula sin parabenos ni sulfatos  Contiene Vitamina E para humectar y proteger tus labios. Tono: Typa A.",
309970187224,"Marca Revlon. Product ColorStay Suede Ink Lipstick. Producto Lápiz labial Merch code 15. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Labiales. Familia: ColorStay. Descripcion mkt: Obtené un color mate intenso de alta pigmentación, intransferible y con una duración de hasta 8horas Con su fórmula revolucionaria evita la transferencia, brinda un color mate intenso y promete un acabado duradero a prueba de manchas que dura hasta 8horas Contiene vitamina E antioxidante que ayuda a humectar y proteger tus labios 0tonos disponibles. Caracteristicas:  Intransferible, dura hasta 8horas en tus labios  Fórmula pigmentada que ofrece un color intenso mate  Garantiza una aplicación precisa y sin esfuerzo  Color en una sola pasada  Fórmula sin parabenos ni sulfatos  Contiene Vitamina E para humectar y proteger tus labios. Tono: Lip Boom.",
309975822243,Marca Revlon. Product Revlon ColorStay Longwear Lip Liner. Producto Delineador para Labios de Larga Duración Merch code 8. Tipo: Revlon Cosmetics. Categoria: Maquillaje para LABIOS. Subcategoria: Delineador para Labios. Familia: ColorStay. Descripcion mkt: Delineador de labios retráctil que provee larga duración y ayuda a que el color de los labios dure más tiempo También ayuda a prevenir el agrietado del color Contiene sacapuntas para un punta más precisa. Caracteristicas: Larga duración Retráctil Contiene sacapuntas. Tono: Blush.,
309970116415,"Marca Revlon. Product Revlon So Fierce! Prismatic Palette. Producto Paleta Prismática de Sombras Merch code 966. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Sombras para Ojos. Familia: So Fierce!. Descripcion mkt: ¿Clásico o atrevido? Desafiá tu mirada y lográ tu look deseado con esta nueva paleta de sombras  Color cremoso y llamativo con brillo tipo cristal  Color intenso y altamente texturizado  A prueba de arrugas y de manchas  Una gama de tonos y acabados desde neutrales hasta brillos de alta intensidad, facilitando la creación de estilos  Duración del color hasta por 0horas si se usa húmedo u 8horas si se usa seco. Caracteristicas: Tip de uso  Aplica las sombras secas para un acabado suave Aplica el color con tu dedo directamente sobre el parpado Para difuminar podés usar una brocha 2 Aplica las sombras mojadas para un efecto más intenso y saturado Podes aplicarlas con tu dedo índice mojado 3 Con una brocha podés difuminar el color a lo largo de los parpados. Tono: The Big Bang.",
309970213404,"Marca Revlon. Product Colorstay Flex Wear Full Cover Concealer. Producto Corrector para rostro Merch code 10. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Corrector para Rostro. Familia: ColorStay. Descripcion mkt: Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel Obtené tu piel impecable hasta por 24horas y suave para cada movimiento. Caracteristicas: - Su fórmula permite una cobertura total El color se difumina sin esfuerzo Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable - Enriquecido con 2ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24horas y Vitamina E para nutrir y proteger la piel de los contamites - Acabado mate y natural - Aplicador grande y esponjoso para una aplicación perfecta y fácil - Duración de hasta por 24horas - Deja sensación confortable en la piel - Dermatológicamente Testeado - No Comedogénico. Tono: Vanilla.",
309970213411,"Marca Revlon. Product Colorstay Flex Wear Full Cover Concealer. Producto Corrector para rostro Merch code 15. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Corrector para Rostro. Familia: ColorStay. Descripcion mkt: Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel Obtené tu piel impecable hasta por 24horas y suave para cada movimiento. Caracteristicas: - Su fórmula permite una cobertura total El color se difumina sin esfuerzo Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable - Enriquecido con 2ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24horas y Vitamina E para nutrir y proteger la piel de los contamites - Acabado mate y natural - Aplicador grande y esponjoso para una aplicación perfecta y fácil - Duración de hasta por 24horas - Deja sensación confortable en la piel - Dermatológicamente Testeado - No Comedogénico. Tono: Light.",
309970213435,"Marca Revlon. Product Colorstay Flex Wear Full Cover Concealer. Producto Corrector para rostro Merch code 25. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Corrector para Rostro. Familia: ColorStay. Descripcion mkt: Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel Obtené tu piel impecable hasta por 24horas y suave para cada movimiento. Caracteristicas: - Su fórmula permite una cobertura total El color se difumina sin esfuerzo Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable - Enriquecido con 2ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24horas y Vitamina E para nutrir y proteger la piel de los contamites - Acabado mate y natural - Aplicador grande y esponjoso para una aplicación perfecta y fácil - Duración de hasta por 24horas - Deja sensación confortable en la piel - Dermatológicamente Testeado - No Comedogénico. Tono: Light Beige.",
309970213442,"Marca Revlon. Product Colorstay Flex Wear Full Cover Concealer. Producto Corrector para rostro Merch code 26. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Corrector para Rostro. Familia: ColorStay. Descripcion mkt: Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel Obtené tu piel impecable hasta por 24horas y suave para cada movimiento. Caracteristicas: - Su fórmula permite una cobertura total El color se difumina sin esfuerzo Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable - Enriquecido con 2ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24horas y Vitamina E para nutrir y proteger la piel de los contamites - Acabado mate y natural - Aplicador grande y esponjoso para una aplicación perfecta y fácil - Duración de hasta por 24horas - Deja sensación confortable en la piel - Dermatológicamente Testeado - No Comedogénico. Tono: Crème Brulee.",
309970213466,"Marca Revlon. Product Colorstay Flex Wear Full Cover Concealer. Producto Corrector para rostro Merch code 30. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Corrector para Rostro. Familia: ColorStay. Descripcion mkt: Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel Obtené tu piel impecable hasta por 24horas y suave para cada movimiento. Caracteristicas: - Su fórmula permite una cobertura total El color se difumina sin esfuerzo Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable - Enriquecido con 2ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24horas y Vitamina E para nutrir y proteger la piel de los contamites - Acabado mate y natural - Aplicador grande y esponjoso para una aplicación perfecta y fácil - Duración de hasta por 24horas - Deja sensación confortable en la piel - Dermatológicamente Testeado - No Comedogénico. Tono: Light Medium.",
309970213503,"Marca Revlon. Product Colorstay Flex Wear Full Cover Concealer. Producto Corrector para rostro Merch code 55. Tipo: Revlon Cosmetics. Categoria: Maquillaje para ROSTRO. Subcategoria: Corrector para Rostro. Familia: ColorStay. Descripcion mkt: Revlon Colorstay Flex Wear Full Cover Concealer brinda una cobertura total para ayudar a ocultar ojeras, igualar el tono de la piel y ayudar a cubrir imperfecciones Contiene Ácido Hialurónico y Vitamina E, para una mayor hidratación y nutrición de la piel Obtené tu piel impecable hasta por 24horas y suave para cada movimiento. Caracteristicas: - Su fórmula permite una cobertura total El color se difumina sin esfuerzo Ayuda a mejorar el enrojecimiento y las imperfecciones y ayuda a ocultar las ojeras oscuras para una piel impecable - Enriquecido con 2ingredientes humectantes: Ácido Hialurónico para hidratar la piel hasta por 24horas y Vitamina E para nutrir y proteger la piel de los contamites - Acabado mate y natural - Aplicador grande y esponjoso para una aplicación perfecta y fácil - Duración de hasta por 24horas - Deja sensación confortable en la piel - Dermatológicamente Testeado - No Comedogénico. Tono: Latte.",
,"Marca Revlon. Product Revlon ColorStay Xtensionnaire Mascara. Producto Máscara para Pestañas ##########. Merch code 201. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Máscara para Pestañas. Familia: Revlon. Descripcion mkt: Extendé tus pestañas sin límite Lográ que tus pestañas se vean naturales, más largas y definidas. Caracteristicas:  Pestañas 2veces más largas  Alta definición  Su fórmula contiene Pro Vitamina B5, Tocoferol, Glicerina, Aceite de Coco, humectantes y emolientes que ayudan a nutrir, fortalecer y acondicionar tus pestañas para mantenerlas largas y fuertes  Duración de hasta por 24horas  Su tecnología Adapi Flex permite mayor flexibilidad  Su cepillo cónico permite proporcionarle longitud a cada pestaña, incluso a las más pequeñas  Fórmula cremosa y altamente pigmentada  Aplicación fácil y sin esfuerzo  Sensación de ligereza en las pestañas  Oftalmológicamente testeado. Tono: Blackest Black.",
,"Marca Revlon. Product Revlon ColorStay Xtensionnaire Mascara. Producto Máscara para Pestañas ##########. Merch code 203. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Máscara para Pestañas. Familia: Revlon. Descripcion mkt: Extendé tus pestañas sin límite Lográ que tus pestañas se vean naturales, más largas y definidas. Caracteristicas:  Pestañas 2veces más largas  Alta definición  Su fórmula contiene Pro Vitamina B5, Tocoferol, Glicerina, Aceite de Coco, humectantes y emolientes que ayudan a nutrir, fortalecer y acondicionar tus pestañas para mantenerlas largas y fuertes  Duración de hasta por 24horas  Su tecnología Adapi Flex permite mayor flexibilidad  Su cepillo cónico permite proporcionarle longitud a cada pestaña, incluso a las más pequeñas  Fórmula cremosa y altamente pigmentada  Aplicación fácil y sin esfuerzo  Sensación de ligereza en las pestañas  Oftalmológicamente testeado. Tono: Black Brown.",
,"Marca Revlon. Product Revlon ColorStay Xtensionnaire Mascara. Producto Máscara para Pestañas ##########. Merch code 211. Tipo: Revlon Cosmetics. Categoria: Maquillaje para OJOS. Subcategoria: Máscara para Pestañas. Familia: Revlon. Descripcion mkt: Extendé tus pestañas sin límite Lográ que tus pestañas se vean naturales, más largas y definidas. Caracteristicas:  Pestañas 2veces más largas  Alta definición  Su fórmula contiene Pro Vitamina B5, Tocoferol, Glicerina, Aceite de Coco, humectantes y emolientes que ayudan a nutrir, fortalecer y acondicionar tus pestañas para mantenerlas largas y fuertes  Duración de hasta por 24horas  Su tecnología Adapi Flex permite mayor flexibilidad  Su cepillo cónico permite proporcionarle longitud a cada pestaña, incluso a las más pequeñas  Fórmula cremosa y altamente pigmentada  Aplicación fácil y sin esfuerzo  Sensación de ligereza en las pestañas  Oftalmológicamente testeado. Tono: Black.",
309970104320,"Marca Revlon. Product ColorStay Gel Envy Diamond Top Coat. Producto Capa Protectora de larga duración Merch code 10. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: ColorStay Gel Envy™ Diamond Top Coat es nuestra capa protectora de esmalte más resistente Fabricada con la exclusiva DiamondFlex™ Technology, está diseñada especialmente para usar en conjunto con ColorStay Gel Envy™ Longwear Nail Enamel y así brindar un color de calidad profesional y un brillo como de diamante 5Free. Caracteristicas: Capa protectora Tecnología Diamondflex™ Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Diamond Top Coat.",
309976012315,"Marca Revlon. Product ColorStay Gel Envy Up In Charms. Producto Capa Protectora de larga duración Merch code 15. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Crea color con calidad de salón con mas de 30tonos vibrantes con nuestro revolucionario sistema de 2pasos Cepillo en la base y color en uno, y luego terminar con el protector Envy Gel ColorStay Diamond Top Coat ? para mayor resistencia  Juntos, crean colores vivos , acabado brillante y hermosa vida resistente. Caracteristicas: Capa protectora Tecnología Diamondflex™ Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Up in Charms.",
309978418689,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 462. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: All Grieged Out.",
309976012629,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 550. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: All on Red.",
309970104375,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 6. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: All or Nothing.",
309970104368,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 520. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: Black Jack.",
309970103910,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 30. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: Cardshark.",
309970105167,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 540. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: CheckMate.",
309970104306,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 615. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: Get Lucky.",
309976012612,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 610. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: HeartBreaker.",
309970103880,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 125. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: Perfect Pair.",
309970144562,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 29. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: Queen of Hearts.",
309970104313,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 640. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: Roulette Rush.",
309978418634,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 528. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: Skinny Dip.",
309978418696,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 470. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: Stone Cold.",
309978418641,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 122. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: Tippy Toes.",
309978418672,"Marca Revlon. Product ColorStay Gel Envy Longwear Nail Enamel. Producto Esmalte para Uñas de larga duración Merch code 408. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte en Gel. Familia: ColorStay. Descripcion mkt: Esmalte para uñas en gel de Larga Duración Su fórmula contiene polímeros que realzan el color 7días de color con ingredientes hidratantes: aceite de almendras, manteca de karité, aceite de jojoba & 5Free. Caracteristicas: Esmalte de gel Color+Base Larga Duración 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor) Hidratante. Tono: What a Gem.",
309970179595,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 3. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Passionate.",
309971271021,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 2. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Romantique.",
309970169541,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 909. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Sheer Petal.",
309970169527,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 680. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Revlon Red.",
309970169503,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 731. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Ethereal.",
309970169497,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 270. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Cherries in the snow.",
309970169480,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 490. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Urban.",
309970169466,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 570. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Vixen.",
309970169459,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 705. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Gray Suede.",
309970169442,"Marca Revlon. Product Revlon Nail Enamel. Producto Esmalte para Uñas Merch code 730. Tipo: Revlon. Categoria: Esmalte para UÑAS. Subcategoria: Esmalte para Uñas. Familia: Super Lustrous. Descripcion mkt: Esmalte para uñas que contiene proteínas de seda y tecnología Shade Lock, lo que preserva el color del esmalte 5free. Caracteristicas: Tecnologia Shade Lock Con proteinas de seda 5Free (Tolueno, Formaldehido, DBP, Resina de Formaldehido, Alcanfor). Tono: Valentine.",
