CATEGORIA ,MARCA ,FRANQUICIA ,SUBFRANQUICIA ,EAN ,TITULO ECOMMERCE,TIPO DE PRODUCTO ,DESCRIPCIÓN LARGA,BENEFICIOS ,MODO DE APLICACIÓN,CROSSELLING,KEY WORD PARA SEARCH,HIPOALERGENICO,TIPO DE PELO,USO ,Pack Size,Pack Size UOM,Pack Size UOM
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874174, Acondicionador  Fructis Hair Food Banana 300ml,Acondicionador,"¿Pelo débil? Fructis Hair Food Banana para darle fuerza a tu pelo. Este acondicionador tiene 98% de ingredientes de origen natural y fórmula vegana. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, este acondicionador es apto.  
¿Cómo usarlo? Después de usar el shampoo, aplicá sobre el pelo húmedo, de medios a puntas. Dejá actuar y enjuagá. Completá la rutina usando el shampoo diariamente y la crema de tratamiento una vez por semana.
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable.","Da fuerza al pelo
Ingredientes de origen natural 
Limpieza profunda","¿Cómo usarlo? Después de usar el shampoo, aplicá sobre el pelo húmedo, de medios a puntas. Dejá actuar y enjuagá. Completá la rutina usando el shampoo diariamente y la crema de tratamiento una vez por semana.",7509552874174  7509552874167,"Garnier, Fructis, Hairfood, cabello débil, pelo débil, banana, fuerza, shampoo, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,200,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/BANANA/2.%20A+%20CONTENT/aco?csf=1&web=1&e=suMLvP
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874143,Shampoo Fructis Hair Food Aloe 300ml,Shampoo,"""¿Pelo deshidratado? Fructis Hair Food Aloe para hidratar tu pelo. Este shampoo tiene 96% de ingredientes de origen natural y fórmula vegana. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, este shampoo podes usarlo para limpieza profunda.  
¿Cómo usarlo? Aplicá el shampoo sobre el pelo húmedo masajeando suavemente. Dejá actuar y enjuagá con abundante agua. Completá la rutina usando el acondicionador diariamente y la crema de tratamiento una vez por semana.
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ""","Da fuerza al pelo
Ingredientes de origen natural 
Limpieza profunda",¿Cómo usarlo? Aplicá el shampoo sobre el pelo húmedo masajeando suavemente. Dejá actuar y enjuagá con abundante agua. Completá la rutina usando el acondicionador diariamente y la crema de tratamiento una vez por semana.,7509552874143 7509552877106,"Garnier, Fructis, Hairfood, cabello deshidratado, pelo deshidratado, aloe, hidratación, shampoo, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,300,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/ALOE/2.%20A+%20CONTENT/shampoo?csf=1&web=1&e=tNfW4K
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552877106,Acondicionador Fructis Hair Food Aloe 300ml,Acondicionador,"""¿Pelo deshidratado? Fructis Hair Food Aloe para hidratar tu pelo en. Este acondicionador tiene 97% de ingredientes de origen natural y fórmula vegana. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, este acondicionador es apto.  
¿Cómo usarlo? Después de usar el shampoo, aplicá sobre el pelo húmedo, de medios a puntas. Dejá actuar y enjuagá. Completá la rutina usando el shampoo diariamente y la crema de tratamiento una vez por semana.
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable.""","Da fuerza al pelo
Ingredientes de origen natural 
Limpieza profunda","¿Cómo usarlo? Después de usar el shampoo, aplicá sobre el pelo húmedo, de medios a puntas. Dejá actuar y enjuagá. Completá la rutina usando el shampoo diariamente y la crema de tratamiento una vez por semana.",7509552874143 7509552877106,"Garnier, Fructis, Hairfood, cabello deshidratado, pelo deshidratado, aloe, hidratación, acondicionador, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,300,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/ALOE/2.%20A+%20CONTENT/aco?csf=1&web=1&e=OAEMa1
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874136, Shampoo Fructis Hair Food Coco 300ml,Shampoo,"""¿Pelo dañado? Fructis Hair Food Coco para reparar tu pelo. Este shampoo tiene 96% de ingredientes de origen natural y fórmula vegana. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, este shampoo podes usarlo para limpieza profunda.  
¿Cómo usarlo? Aplicá el shampoo sobre el pelo húmedo masajeando suavemente. Dejá actuar y enjuagá con abundante agua. Completá la rutina usando el acondicionador diariamente y la crema de tratamiento una vez por semana.
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ""","Reparacion 
Ingredientes de origen natural 
Limpieza profunda",¿Cómo usarlo? Aplicá el shampoo sobre el pelo húmedo masajeando suavemente. Dejá actuar y enjuagá con abundante agua. Completá la rutina usando el acondicionador diariamente y la crema de tratamiento una vez por semana.,7509552874136 7509552874129,"Garnier, Fructis, Hairfood, cabello dañado, pelo dañado, coco, reparación, shampoo, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,300,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/COCO/2.%20A+%20CONTENT/shampoo?csf=1&web=1&e=EVM8rb
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874129,Acondicionador Fructis Hair Food Coco 300ml,Acondicionador,"""¿Pelo dañado? Fructis Hair Food Coco para reparar tu pelo. Este acondicionador tiene 97% de ingredientes de origen natural y fórmula vegana. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, este acondicionador es apto.  
¿Cómo usarlo? Después de usar el shampoo, aplicá sobre el pelo húmedo, de medios a puntas. Dejá actuar y enjuagá. Completá la rutina usando el shampoo diariamente y la crema de tratamiento una vez por semana.
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable.""","Reparacion 
Ingredientes de origen natural 
Limpieza profunda","¿Cómo usarlo? Después de usar el shampoo, aplicá sobre el pelo húmedo, de medios a puntas. Dejá actuar y enjuagá. Completá la rutina usando el shampoo diariamente y la crema de tratamiento una vez por semana.",7509552874136 7509552874129,"Garnier, Fructis, Hairfood, cabello dañado, pelo dañado, coco, reparación, acondicionador, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,300,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/COCO/2.%20A+%20CONTENT/aco?csf=1&web=1&e=XvfHPW
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874105, Shampoo Fructis Hair Food Palta 300ml,Shampoo,"""¿Pelo seco? Fructis Hair Food Palta para nutrir tu pelo. Este shampoo tiene 96% de ingredientes de origen natural y fórmula vegana. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, este shampoo podes usarlo para limpieza profunda.  
¿Cómo usarlo? Aplicá el shampoo sobre el pelo húmedo masajeando suavemente. Dejá actuar y enjuagá con abundante agua. Completá la rutina usando el acondicionador diariamente y la crema de tratamiento una vez por semana.
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ""","Nutricion 
Ingredientes de origen natural 
Limpieza profunda",¿Cómo usarlo? Aplicá el shampoo sobre el pelo húmedo masajeando suavemente. Dejá actuar y enjuagá con abundante agua. Completá la rutina usando el acondicionador diariamente y la crema de tratamiento una vez por semana.,7509552874105 7509552874099,"Garnier, Fructis, Hairfood, cabello seco, pelo seco, palta, nutrición, shampoo, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,300,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/PALTA/2.%20A+%20CONTENT/shampoo?csf=1&web=1&e=wHTenJ
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874099,Acondicionador Fructis Hair Food Palta 300ml,Acondicionador,"""¿Pelo seco? Fructis Hair Food Palta para nutrir tu pelo. Este acondicionador tiene 97% de ingredientes de origen natural y fórmula vegana. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, este acondicionador es apto.  
¿Cómo usarlo? Después de usar el shampoo, aplicá sobre el pelo húmedo, de medios a puntas. Dejá actuar y enjuagá. Completá la rutina usando el shampoo diariamente y la crema de tratamiento una vez por semana.
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable.""","Nutricion 
Ingredientes de origen natural 
Limpieza profunda","¿Cómo usarlo? Después de usar el shampoo, aplicá sobre el pelo húmedo, de medios a puntas. Dejá actuar y enjuagá. Completá la rutina usando el shampoo diariamente y la crema de tratamiento una vez por semana.",7509552874105 7509552874099,"Garnier, Fructis, Hairfood, cabello seco, pelo seco, palta, nutrición, acondicionador, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,300,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/PALTA/2.%20A+%20CONTENT/aco?csf=1&web=1&e=Noshbc
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874082,Shampoo Fructis Hair Food Sandia  300ml,Shampoo,"""¿Pelo opaco? Fructis Hair Food Sandía para revitalizar tu pelo. Este shampoo tiene 96% de ingredientes de origen natural y fórmula vegana. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, este shampoo podes usarlo para limpieza profunda.  
¿Cómo usarlo? Aplicá el shampoo sobre el pelo húmedo masajeando suavemente. Dejá actuar y enjuagá con abundante agua. Completá la rutina usando el acondicionador diariamente y la crema de tratamiento una vez por semana.
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ""","Revitalizacion
Ingredientes de origen natural 
Limpieza profunda",¿Cómo usarlo? Aplicá el shampoo sobre el pelo húmedo masajeando suavemente. Dejá actuar y enjuagá con abundante agua. Completá la rutina usando el acondicionador diariamente y la crema de tratamiento una vez por semana.,7509552874082 7509552874068 ,"Garnier, Fructis, Hairfood, cabello normal, pelo normal, sandía, revitalización, acondicionador, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,300,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/SANDIA/2.%20A+%20CONTENT/SHAMPOO?csf=1&web=1&e=EfnyLj
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874068,Acondicionador Fructis Hair Food Sandia  300ml,Acondicionador,"""¿Pelo opaco? Fructis Hair Food Sandía para revitalizar tu pelo. Este acondicionador tiene 97% de ingredientes de origen natural y fórmula vegana. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, este acondicionador es apto.  
¿Cómo usarlo? Después de usar el shampoo, aplicá sobre el pelo húmedo, de medios a puntas. Dejá actuar y enjuagá. Completá la rutina usando el shampoo diariamente y la crema de tratamiento una vez por semana.
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable.""","Revitalizacion
Ingredientes de origen natural 
Limpieza profunda",¿Cómo usarlo? Aplicá el shampoo sobre el pelo húmedo masajeando suavemente. Dejá actuar y enjuagá con abundante agua. Completá la rutina usando el acondicionador diariamente y la crema de tratamiento una vez por semana.,7509552874082 7509552874068 ,"Garnier, Fructis, Hairfood, cabello normal, pelo normal, sandía, revitalización, shampoo, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,300,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/SANDIA/2.%20A+%20CONTENT/ACONDICIONADOR?csf=1&web=1&e=0YaDHW
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874013, Mascarilla Fructis Hair Food Palta 350ml,Crema de tratamiento,"¿Pelo seco? Mascarilla Fructis Hair Food Palta para nutrir tu pelo en 1 minuto. Con 97% de ingredientes de origen natural, fórmula vegana y 98% biodegradable. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, esta crema de tratamiento es apta.  
3 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ","Nutricion 
Ingredientes de origen natural 
Limpieza profunda","3 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ",7509552874105 7509552874099,"Garnier, Fructis, Hairfood, cabello seco, pelo seco, palta, nutrición, mascarrilla ,hair food crema de tratamiento, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,350,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/PALTA/2.%20A+%20CONTENT/mask?csf=1&web=1&e=WOygiX
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874020,Mascarilla Fructis Hair Food Banana 350ml,Crema de tratamiento,"¿Pelo débil? Mascarilla Fructis Hair Food Banana para darle fuerza a tu pelo en 1 minuto. Con 98% de ingredientes de origen natural, fórmula vegana y 98% biodegradable. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, esta crema de tratamiento es apta.  
3 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ","Dar fuerza al pelo 
Ingredientes de origen natural 
Limpieza profunda","4 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ",7509552874174  7509552874167,"Garnier, Fructis, Hairfood, cabello débil, pelo débil, banana, fuerza, crema de tratamiento,mascarilla hair food , ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,350,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/BANANA/2.%20A+%20CONTENT/mask?csf=1&web=1&e=vAhJdT
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874051,Mascarilla Fructis Hair Food Aloe 350ml,Crema de tratamiento,"¿Pelo deshidratado? Mascarilla Fructis Hair Food Aloe para hidratar tu pelo en 1 minuto. Con 97% de ingredientes de origen natural, fórmula vegana y 98% biodegradable. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, esta crema de tratamiento es apta.  
3 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ","Hidrata el pelo 
Ingredientes de origen natural 
Limpieza profunda","5 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ",7509552874143 7509552877106,"Garnier, Fructis, Hairfood, cabello deshidratado, pelo deshidratado, aloe, hidratación, crema de tratamiento , mascarilla , Crema hair food, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,350,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/ALOE/2.%20A+%20CONTENT/mask?csf=1&web=1&e=XwF15e
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874044, Mascarilla Fructis Hair Food Coco 350ml,Crema de tratamiento,"¿Pelo dañado? Mascarilla Fructis Hair Food Coco para reparar tu pelo en 1 minuto. Con 97% de ingredientes de origen natural, fórmula vegana y 98% biodegradable. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, esta crema de tratamiento es apta.  
3 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ¿Pelo dañado? Mascarilla Fructis Hair Food Coco para reparar tu pelo en 1 minuto. Con 98% de ingredientes de origen natural, fórmula vegana y 98% biodegradable. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, esta crema de tratamiento es apta.  
3 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ","Reparacion 
Ingredientes de origen natural 
Limpieza profunda","6 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ",7509552874136 7509552874129,"Garnier, Fructis, Hairfood, cabello dañado, pelo dañado, coco, reparación, crema de tratamiento, mascarilla, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,350,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/COCO/2.%20A+%20CONTENT/mask?csf=1&web=1&e=gJhXCJ
HAIR CARE ,GARNIER,FRUCTIS ,HAIR FOOD,7509552874006,Mascarilla Fructis Hair Food Sandia 350ml,Crema de tratamiento,"¿Pelo opaco? Mascarilla Fructis Hair Food Sandía para revitalizar tu pelo en 1 minuto. Con 97% de ingredientes de origen natural, fórmula vegana y 98% biodegradable. No tiene siliconas, ni parabenos, ni colorantes artificiales. Además, es Cruelty Free.
Si seguís el método Curly, esta crema de tratamiento es apta.  
3 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ","Revitalizacion
Ingredientes de origen natural 
Limpieza profunda","7 modos de uso:
1-	Como crema de tratamiento: después del shampoo, aplicá en el pelo húmedo y dejá actuar por 1 minuto. Enjuagá.
2-	Como acondicionador: después del shampoo, aplicá en el pelo húmedo de medios a puntas. Enjuagá.
3-	Como crema para peinar o finalizador: aplicá en el pelo húmedo y peiná como de costumbre. No enjuagues. 
Todos los productos de Fructis son reciclables. Enjuagalos, separalos y dejalos en un contenedor/campana verde o punto verde. TIP: si podés, sacales la etiqueta.
Green Beauty, nuestro compromiso hacia una belleza sustentable. ",7509552874082 7509552874068 ,"Garnier, Fructis, Hairfood, cabello normal, pelo normal, sandía, revitalización, crema de tratamiento,mascarrilla, Hair food mascarilla, ingredientes naturales, fórmula vegana",No,normales y opaco,Diario ,350,ml,https://loreal.sharepoint.com/:f:/r/sites/-AR-ContenidoeCommerceDPGP/Documents%20partages/General/Contenido%20Loreal%20Consumo%20Masivo/Categor%C3%ADas/1.%20HAIR%20CARE/FRUCTIS/HAIR%20FOOD/SANDIA/2.%20A+%20CONTENT/MASK?csf=1&web=1&e=V6okan
